game,rot,ordinal,nactive,set,declarer,declhand,rung,th,conf,correct,matched,violmask,violcap,violdisj,maxover,zeropost,pnamed,pbest,ptrue,bestistruth,nunknown,ncapseats,nnamedseats,ntrueseats,margspread,walloc,wok,wfeas,wtruth,named,truth
624,3,0,1,5,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,444400,244400
1059,1,0,1,6,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,111333,111533
1059,4,0,1,6,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,111333,111533
1239,0,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222420,422420
1239,3,0,1,2,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222420,422420
1269,1,0,1,1,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,111555,111355
1269,4,0,1,1,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,111555,111355
1539,0,0,1,8,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,113333,113535
1539,3,0,1,8,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,113333,113535
1614,1,0,1,4,0,1,7,-1,0,0,1,0,1,0,2,1,0,0.1,0.1,0,5,2,1,2,0.2,0,1,0,0,222202,422204
1614,2,0,1,4,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,311133,311153
1614,4,0,1,4,0,1,7,-1,0,0,1,0,1,0,2,1,0,0.1,0.1,0,5,2,1,2,0.2,0,1,0,0,222202,422204
1614,5,0,1,4,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,311133,311153
1659,1,0,1,4,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,002042,002044
1659,4,0,1,4,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,002042,002044
1689,0,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515555,515535
1689,3,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515555,515535
1704,2,0,1,6,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,400440,400420
1704,5,0,1,6,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,400440,400420
1809,2,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,535135,555135
1809,5,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,535135,555135
1884,2,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,133313,153313
1884,5,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,133313,153313
1944,0,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313311,313511
1944,1,0,1,7,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,202202,202402
1944,3,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313311,313511
1944,4,0,1,7,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,202202,202402
10,0,0,1,0,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133533,133535
10,3,0,1,0,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133533,133535
25,0,0,1,7,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,200222,200422
25,3,0,1,7,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,200222,200422
55,0,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,040444,020444
55,3,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,040444,020444
115,2,0,1,4,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,333113,335113
115,5,0,1,4,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,333113,335113
370,1,0,1,5,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,511533,511535
370,4,0,1,5,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,511533,511535
385,1,0,1,5,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,331331,331351
385,2,0,1,0,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515315,315315
385,4,0,1,5,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,331331,331351
385,5,0,1,0,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515315,315315
430,0,0,1,3,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,042222,042422
430,3,0,1,3,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,042222,042422
760,2,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333313,533313
760,5,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333313,533313
910,0,0,1,5,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313113,313115
910,1,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
910,3,0,1,5,1,3,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313113,313115
910,4,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133111,153111
925,2,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,113333,113353
925,5,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,113333,113353
1120,0,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,240202,440202
1120,3,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,240202,440202
1270,0,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,553551,553351
1270,3,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,553551,553351
1375,1,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,444402,244402
1375,4,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,444402,244402
1405,0,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331111,351111
1405,1,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,404444,204444
1405,3,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,331111,351111
1405,4,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,404444,204444
1840,1,0,1,8,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,242000,244000
1840,4,0,1,8,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,242000,244000
1900,1,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,042440,022440
1900,4,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,042440,022440
1945,1,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333133,533133
1945,4,0,1,6,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,333133,533133
491,1,0,1,3,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133331,153331
491,4,0,1,3,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133331,153331
551,2,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,002222,002422
551,5,0,1,6,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,002222,002422
806,1,0,1,5,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333331,335331
806,4,0,1,5,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,333331,335331
836,1,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440424,440224
836,4,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,440424,440224
1136,2,0,1,4,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202022,402022
1136,5,0,1,4,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202022,402022
1211,0,0,1,4,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313331,513331
1211,1,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202220,402220
1211,3,0,1,4,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313331,513331
1211,4,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,202220,402220
1451,2,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,020222,020224
1451,5,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,020222,020224
1496,2,0,1,8,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,153333,155333
1496,5,0,1,8,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,153333,155333
1526,1,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133111,135111
1526,4,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,133111,135111
1571,1,0,1,3,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,240220,440220
1571,4,0,1,3,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,240220,440220
1601,1,0,1,3,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,444004,244004
1601,4,0,1,3,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,444004,244004
1886,1,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,224024,424024
1886,4,0,1,3,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,224024,424024
1931,0,0,1,7,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,424044,424042
1931,3,0,1,7,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,424044,424042
42,1,0,1,2,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,042242,042442
42,4,0,1,2,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,042242,042442
147,1,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,535315,555315
147,4,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,535315,555315
207,1,0,1,5,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,1,4,2,1,2,0,0,1,0,0,202220,202440
207,4,0,1,5,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,1,4,2,1,2,0,0,1,0,0,202220,202440
282,0,0,1,7,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,400022,400024
282,3,0,1,7,0,3,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,400022,400024
297,2,0,1,8,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,222020,242040
297,5,0,1,8,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,222020,242040
312,2,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022222,042222
312,5,0,1,8,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,022222,042222
432,0,0,1,4,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,153313,153315
432,3,0,1,4,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,153313,153315
537,2,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,311333,311533
537,5,0,1,7,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,311333,311533
567,1,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,044440,042440
567,4,0,1,4,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,044440,042440
642,1,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,002222,002224
642,4,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,002222,002224
672,1,0,1,7,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222204,422204
672,4,0,1,7,0,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,222204,422204
1017,0,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,240002,440002
1017,3,0,1,5,0,3,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,240002,440002
1077,2,0,1,2,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222202,222402
1077,5,0,1,2,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,222202,222402
1182,0,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,220220,420220
1182,1,0,1,6,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515115,315115
1182,3,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,0,4,2,1,2,0.5,0,1,0,0,220220,420220
1182,4,0,1,6,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,515115,315115
1542,0,0,1,3,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,040424,040422
1542,3,0,1,3,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,040424,040422
1707,0,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,555551,555531
1707,3,0,1,8,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,555551,555531
1812,0,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,135553,135555
1812,3,0,1,7,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,135553,135555
1902,0,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,404402,402402
1902,1,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,351551,351351
1902,3,0,1,8,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,404402,402402
1902,4,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,351551,351351
28,0,0,1,6,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313335,313355
28,3,0,1,6,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313335,313355
628,2,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,551551,531551
628,5,0,1,8,1,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,551551,531551
688,2,0,1,4,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,004222,004224
688,5,0,1,4,0,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,004222,004224
1108,1,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,042222,042224
1108,4,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,042222,042224
1153,1,0,1,2,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,400444,200444
1153,4,0,1,2,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,400444,200444
1243,2,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202444,402444
1243,5,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,202444,402444
1483,1,0,1,5,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,1,4,2,1,2,0,0,1,0,0,220022,220044
1483,4,0,1,5,0,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,1,4,2,1,2,0,0,1,0,0,220022,220044
1588,2,0,1,4,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,551511,551311
1588,5,0,1,4,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,551511,551311
1828,0,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,002200,002400
1828,3,0,1,8,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,002200,002400
1843,2,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,313111,315111
1843,5,0,1,2,1,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,313111,315111
44,2,0,1,3,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,000220,000240
44,5,0,1,3,0,4,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,000220,000240
89,1,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,331333,351333
89,4,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,331333,351333
149,0,0,1,2,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133551,153551
149,3,0,1,2,1,2,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,133551,153551
209,0,0,1,1,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,333135,333155
209,1,0,1,7,1,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,331111,531111
209,3,0,1,1,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.25,0.25,1,4,2,1,2,0.5,0,1,0,0,333135,333155
209,4,0,1,7,1,4,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,0,2,2,1,2,0,0,1,0,0,331111,531111
239,0,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,335331,335351
239,3,0,1,7,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,335331,335351
329,1,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,242202,242204
329,4,0,1,8,0,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,242202,242204
389,1,0,1,2,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,004444,004442
389,4,0,1,2,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,004444,004442
449,0,0,1,1,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,115515,115315
449,3,0,1,1,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,115515,115315
974,0,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313131,313151
974,3,0,1,7,1,3,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,313131,313151
1154,2,0,1,3,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,515335,515355
1154,5,0,1,3,1,1,7,-1,0,0,1,0,1,1,1,1,0,0.5,0.5,1,2,2,1,2,0,0,1,0,0,515335,515355
1349,1,0,1,1,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515555,513555
1349,4,0,1,1,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,515555,513555
1754,0,0,1,3,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313333,513333
1754,3,0,1,3,1,1,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,313333,513333
1814,1,0,1,5,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,022022,022024
1814,4,0,1,5,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,1,3,2,1,2,0.333333,0,1,0,0,022022,022024
1889,1,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,042404,042204
1889,2,0,1,6,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,331133,531153
1889,4,0,1,6,0,2,7,-1,0,0,1,0,1,0,1,1,0,0.333333,0.333333,0,3,2,1,2,0.333333,0,1,0,0,042404,042204
1889,5,0,1,6,1,2,7,-1,0,0,1,0,1,0,2,1,0,0.166667,0.166667,0,4,2,1,2,0,0,1,0,0,331133,531153
