deal,rot,event,seat,team,kind,card,target,set,hit,ownLocked,oppLocked,truthHolder,dead,gateBound,searched,changed,nCand,nTie,nFeasible,p,margin,score,pAlloc,unresolved
174,1,36,1,1,0,30,0,5,0,0,0,2,0,0,0,0,45,3,0,0.267774,0.000000,9.197518,-1.000000,39
174,1,38,5,1,0,41,0,6,0,1,0,1,0,0,0,0,74,1,0,0.378993,0.902158,11.678122,-1.000000,37
174,1,41,5,1,0,41,2,6,0,1,0,1,0,0,0,0,73,1,0,0.462726,2.958119,13.521533,-1.000000,33
174,1,46,3,1,0,40,4,6,0,1,0,1,0,0,0,0,58,2,0,0.035070,0.000000,9.637459,-1.000000,29
174,1,49,5,1,0,35,2,5,1,0,0,2,0,0,0,0,67,3,0,1.000000,0.000000,16.025675,-1.000000,29
174,1,50,5,1,0,34,2,5,1,0,0,2,0,0,0,0,66,2,0,1.000000,0.000000,19.873945,-1.000000,29
174,1,51,5,1,0,33,2,5,1,0,0,2,0,0,0,0,65,1,0,1.000000,3.316365,21.138451,-1.000000,29
174,1,52,5,1,0,30,2,5,1,0,0,2,0,0,0,0,64,1,0,0.922678,1.914627,19.466105,-1.000000,29
174,1,53,5,1,0,32,2,5,1,0,0,2,0,0,0,0,63,1,0,0.694933,8.382086,21.751835,-1.000000,28
174,1,54,1,1,1,-1,-1,5,1,1,0,-1,0,0,0,0,31,0,32,1.000000,0.000000,0.000000,1.000000,31
174,1,55,5,1,0,40,0,6,0,1,0,1,0,0,0,0,61,1,0,0.481127,2.142807,14.014774,-1.000000,27
174,1,57,3,1,0,40,2,6,0,1,0,1,0,0,0,0,53,1,0,0.470338,5.946825,18.796766,-1.000000,25
174,1,58,3,1,1,-1,-1,6,1,1,0,-1,0,0,0,0,24,0,1,1.000000,0.000000,0.000000,1.000000,24
174,1,60,3,1,0,0,0,0,1,0,0,0,0,0,0,0,52,1,0,0.999963,0.839810,13.084802,-1.000000,24
174,1,61,3,1,0,2,4,0,1,0,0,4,0,0,0,0,50,1,0,1.000000,2.668476,20.695177,-1.000000,23
174,1,62,3,1,0,1,4,0,1,0,0,4,0,0,0,0,49,2,0,0.959505,0.000000,19.102530,-1.000000,23
174,1,63,3,1,0,3,4,0,1,0,0,4,0,0,0,0,46,1,0,0.894186,9.719439,22.468161,-1.000000,22
174,1,64,5,1,1,-1,-1,0,1,1,0,-1,0,0,0,0,21,0,1,1.000000,0.000000,0.000000,1.000000,21
174,1,65,3,1,0,46,4,7,0,0,0,1,0,0,0,0,42,4,0,0.319952,0.000000,2.381725,-1.000000,20
174,1,67,5,1,0,24,4,4,1,0,0,4,0,0,0,0,40,1,0,0.865982,0.224196,9.934663,-1.000000,20
174,1,68,5,1,0,28,2,4,0,0,0,1,0,0,0,0,38,1,0,0.731553,3.854604,17.204676,-1.000000,19
174,1,71,5,1,0,24,2,4,1,0,0,2,0,0,0,0,37,2,0,1.000000,0.000000,22.561317,-1.000000,19
174,1,72,5,1,0,27,2,4,1,0,0,2,0,0,0,0,36,1,0,1.000000,9.154051,23.955982,-1.000000,19
174,1,73,5,1,0,29,4,4,1,0,0,4,0,0,0,0,33,1,0,0.504466,2.007598,17.719723,-1.000000,18
174,1,74,5,1,0,28,0,4,0,1,0,1,0,0,0,0,31,1,0,0.501471,16.672283,19.741344,-1.000000,17
174,1,78,5,1,0,50,4,8,0,0,0,0,0,1,0,0,30,10,0,0.360109,0.000000,3.664077,-1.000000,15
174,1,82,5,1,0,52,4,8,1,0,0,4,0,0,0,0,28,3,0,0.577036,0.000000,14.001878,-1.000000,11
174,1,83,5,1,0,51,4,8,0,0,0,3,0,0,0,0,25,2,0,0.363787,0.000000,13.092963,-1.000000,10
174,1,85,3,1,0,53,0,8,1,0,0,0,0,0,0,0,24,2,0,0.620875,0.000000,12.761240,-1.000000,11
174,1,86,3,1,0,50,2,8,0,0,0,0,0,0,0,0,22,1,0,0.474753,0.114136,18.313381,-1.000000,10
174,1,93,3,1,1,-1,-1,4,1,1,0,-1,0,0,0,0,6,0,1,0.848686,0.000000,0.000000,0.848686,6
174,1,94,5,1,0,6,0,1,1,0,0,0,0,0,0,0,9,1,0,1.000000,9.898345,14.869412,-1.000000,4
174,1,95,5,1,0,7,4,1,0,0,0,3,0,0,0,0,8,4,0,0.500000,0.000000,13.174823,-1.000000,4
175,0,1,0,0,0,27,5,4,1,0,0,5,0,0,0,0,98,4,0,0.476089,0.000000,1.469068,-1.000000,45
175,0,2,0,0,0,29,5,4,1,0,0,5,0,0,0,0,95,3,0,0.268649,0.000000,8.142660,-1.000000,44
175,0,3,0,0,0,28,5,4,1,0,0,5,0,0,0,0,92,2,0,0.245593,0.000000,9.727954,-1.000000,43
175,0,4,0,0,0,25,5,4,0,0,0,1,0,0,0,0,89,1,0,0.220519,2.020617,12.065810,-1.000000,42
175,0,7,4,0,0,20,5,3,1,0,0,5,0,0,0,0,81,3,0,0.123885,0.000000,0.930108,-1.000000,41
175,0,8,4,0,0,21,5,3,0,1,0,2,0,0,0,0,78,2,0,0.099142,0.000000,10.561085,-1.000000,40
175,0,10,2,0,0,42,5,7,1,0,0,5,0,0,0,0,78,1,0,1.000000,5.776145,11.513227,-1.000000,41
175,0,11,2,0,0,46,5,7,1,0,0,5,0,0,0,0,77,3,0,0.592670,0.000000,13.305226,-1.000000,41
175,0,12,2,0,0,44,5,7,0,0,0,3,0,0,0,0,74,2,0,0.348481,0.000000,12.280340,-1.000000,40
175,0,16,4,0,0,23,5,3,0,1,0,0,0,0,0,0,65,1,0,0.079005,0.942485,11.437709,-1.000000,39
175,0,18,4,0,0,21,1,3,0,1,0,2,0,0,0,0,64,4,0,0.266937,0.000000,10.719542,-1.000000,39
175,0,25,0,0,0,21,3,3,0,1,0,2,0,0,0,0,78,1,0,0.522983,5.440081,10.313464,-1.000000,35
175,0,26,4,0,1,-1,-1,3,1,1,0,-1,0,0,0,0,34,0,32,1.000000,0.000000,0.000000,1.000000,34
175,0,32,0,0,0,35,1,5,1,0,0,1,0,0,0,0,68,3,0,0.623255,0.000000,3.806163,-1.000000,27
175,0,33,0,0,0,30,1,5,1,0,0,1,0,0,0,0,65,2,0,0.407659,0.000000,10.841288,-1.000000,26
175,0,34,0,0,0,31,1,5,1,0,0,1,0,0,0,0,62,1,0,0.375351,3.261272,13.236862,-1.000000,25
175,0,35,0,0,0,34,3,5,1,0,0,3,0,0,0,0,59,1,0,0.240240,1.296074,13.337767,-1.000000,24
175,0,36,0,0,1,-1,-1,5,1,1,0,-1,0,0,0,0,23,0,31,1.000000,0.000000,0.000000,1.000000,23
175,0,37,0,0,0,36,1,6,0,0,0,2,0,0,0,0,57,4,0,0.234576,0.000000,0.140302,-1.000000,23
175,0,40,0,0,0,41,1,6,1,0,0,1,0,0,0,0,56,1,0,1.000000,4.901610,19.035166,-1.000000,23
175,0,41,0,0,0,39,1,6,1,0,0,1,0,0,0,0,55,2,0,0.778983,0.000000,15.444299,-1.000000,23
175,0,42,0,0,0,37,1,6,0,1,0,4,0,0,0,0,52,1,0,0.420993,4.261779,13.465885,-1.000000,22
175,0,44,2,0,0,37,3,6,0,1,0,4,0,0,0,0,42,1,0,0.279450,0.029230,12.744678,-1.000000,20
175,0,49,4,0,0,40,5,6,0,1,0,2,0,0,0,0,50,2,0,0.131977,0.000000,8.244738,-1.000000,18
175,0,50,2,0,1,-1,-1,6,1,1,0,-1,0,0,0,0,18,0,2,1.000000,0.000000,0.000000,1.000000,18
175,0,52,0,0,0,12,1,2,0,0,0,2,0,0,0,0,42,1,0,0.564412,0.350468,3.280146,-1.000000,15
175,0,54,4,0,0,16,5,2,0,0,0,3,0,0,0,0,41,4,0,0.311151,0.000000,7.034454,-1.000000,14
175,0,60,4,0,0,49,5,8,1,0,0,5,0,0,0,0,28,1,0,0.827160,1.632588,6.896010,-1.000000,10
175,0,61,4,0,0,53,1,8,1,0,0,1,0,0,0,0,26,1,0,0.699101,1.129753,13.205725,-1.000000,9
175,0,62,4,0,0,52,1,8,1,0,0,1,0,0,0,0,24,3,0,0.510632,0.000000,12.358253,-1.000000,8
175,0,63,4,0,0,50,1,8,0,1,0,2,0,0,0,0,21,2,0,0.426769,0.000000,13.686674,-1.000000,7
175,0,65,0,0,0,50,5,8,0,1,0,2,0,0,0,0,19,1,0,0.411319,2.557122,15.699915,-1.000000,7
175,0,69,2,0,0,48,1,8,0,1,0,4,0,0,0,0,6,2,0,0.046096,0.000000,9.531111,-1.000000,6
175,0,70,0,0,1,-1,-1,8,1,1,0,-1,0,0,0,0,5,0,1,1.000000,0.000000,0.000000,1.000000,5
175,1,0,5,1,0,24,0,4,0,0,0,3,0,0,0,0,99,9,0,0.200000,0.000000,-0.421703,-1.000000,45
175,1,5,5,1,0,42,2,7,1,0,0,2,0,0,0,0,90,60,0,0.202381,0.000000,-2.720988,-1.000000,45
175,1,6,5,1,0,45,4,7,0,0,0,3,0,0,0,0,87,4,0,0.206969,0.000000,5.987467,-1.000000,44
175,1,9,5,1,0,45,2,7,0,0,0,3,0,0,0,0,71,1,0,0.231862,0.370858,6.446970,-1.000000,44
175,1,13,5,1,0,7,4,1,1,0,0,4,0,0,0,0,60,20,0,0.190050,0.000000,-2.984610,-1.000000,44
175,1,14,5,1,0,11,4,1,1,0,0,4,0,0,0,0,57,4,0,0.168701,0.000000,5.679150,-1.000000,43
175,1,15,5,1,0,9,4,1,0,0,0,2,0,0,0,0,54,3,0,0.146269,0.000000,7.077501,-1.000000,42
175,1,17,5,1,0,6,4,1,0,0,0,2,0,0,0,0,53,2,0,0.153099,0.000000,7.395879,-1.000000,42
175,1,19,1,1,0,27,0,4,1,0,0,0,0,0,0,0,56,4,0,1.000000,0.000000,14.822149,-1.000000,37
175,1,20,1,1,0,29,0,4,1,0,0,0,0,0,0,0,55,3,0,1.000000,0.000000,18.515869,-1.000000,37
175,1,21,1,1,0,26,0,4,1,0,0,0,0,0,0,0,54,2,0,1.000000,0.000000,19.643442,-1.000000,37
175,1,22,1,1,0,28,0,4,1,0,0,0,0,0,0,0,51,1,0,1.000000,12.752856,22.139881,-1.000000,36
175,1,23,3,1,1,-1,-1,4,1,1,0,-1,0,0,0,0,36,0,1,1.000000,0.000000,0.000000,1.000000,36
175,1,24,1,1,0,34,0,5,0,0,0,3,0,0,0,0,48,3,0,0.241857,0.000000,0.444202,-1.000000,35
175,1,27,3,1,0,47,2,7,1,0,0,2,0,0,0,0,54,3,0,1.000000,0.000000,17.826097,-1.000000,30
175,1,28,3,1,0,46,2,7,1,0,0,2,0,0,0,0,51,2,0,1.000000,0.000000,21.423058,-1.000000,29
175,1,29,3,1,0,42,2,7,1,0,0,2,0,0,0,0,50,1,0,1.000000,17.605232,27.005846,-1.000000,29
175,1,30,3,1,1,-1,-1,7,1,1,0,-1,0,0,0,0,29,0,1,1.000000,0.000000,0.000000,1.000000,29
175,1,31,3,1,0,6,0,1,0,0,0,2,0,0,0,0,49,2,0,0.356697,0.000000,9.682534,-1.000000,29
175,1,38,1,1,0,41,0,6,1,0,0,0,0,0,0,0,38,4,0,0.491149,0.000000,2.372336,-1.000000,22
175,1,39,1,1,0,40,0,6,0,0,0,2,0,0,0,0,35,3,0,0.312087,0.000000,9.185465,-1.000000,21
175,1,43,1,1,0,49,2,8,0,0,0,5,0,0,0,0,24,8,0,0.275260,0.000000,-0.391733,-1.000000,21
175,1,45,3,1,0,6,2,1,1,0,0,2,0,0,0,0,33,1,0,0.627107,1.698668,14.618993,-1.000000,22
175,1,46,3,1,0,9,2,1,1,0,0,2,0,0,0,0,32,1,0,0.392046,1.323324,15.921576,-1.000000,21
175,1,47,3,1,1,-1,-1,1,1,1,0,-1,0,0,0,0,20,0,16,1.000000,0.000000,0.000000,1.000000,20
175,1,48,3,1,0,12,4,2,0,0,0,2,0,0,0,0,27,4,0,0.220579,0.000000,0.162445,-1.000000,19
175,1,51,5,1,0,12,0,2,0,0,0,2,0,0,0,0,44,1,0,0.393230,1.415636,7.321756,-1.000000,15
175,1,53,1,1,0,49,4,8,0,0,0,5,0,0,0,0,23,1,0,0.358562,0.446181,9.687693,-1.000000,13
175,1,55,5,1,0,12,2,2,1,0,0,2,0,0,0,0,42,1,0,1.000000,9.028079,19.861317,-1.000000,14
175,1,56,5,1,0,15,4,2,1,0,0,4,0,0,0,0,41,3,0,0.465575,0.000000,11.624434,-1.000000,14
175,1,57,5,1,0,13,0,2,1,0,0,0,0,0,0,0,38,2,0,0.479630,0.000000,13.889687,-1.000000,13
175,1,58,3,1,1,-1,-1,2,1,1,0,-1,0,0,0,0,12,0,15,1.000000,0.000000,0.000000,1.000000,12
175,1,59,5,1,0,53,4,8,0,0,0,1,0,0,0,0,30,10,0,0.149522,0.000000,5.437377,-1.000000,10
175,1,64,1,1,0,0,0,0,0,0,0,4,0,0,0,0,12,4,0,0.363036,0.000000,2.436869,-1.000000,7
175,1,66,5,1,0,0,4,0,1,0,0,4,0,0,0,0,14,1,0,0.543652,2.887153,9.095675,-1.000000,8
175,1,67,5,1,0,1,0,0,1,0,0,0,0,0,0,0,12,4,0,0.198889,0.000000,9.445751,-1.000000,7
175,1,68,5,1,0,3,2,0,0,1,0,3,0,0,0,0,9,3,0,0.154854,0.000000,11.766191,-1.000000,6
175,1,71,1,1,1,-1,-1,0,1,1,0,-1,0,0,0,0,0,0,1,1.000000,0.000000,0.000000,1.000000,0
176,0,1,4,0,0,31,1,5,0,0,0,2,0,0,0,0,81,12,0,0.177806,0.000000,-1.250723,-1.000000,45
176,0,4,4,0,0,31,5,5,0,0,0,2,0,0,0,0,80,2,0,0.257143,0.000000,6.691545,-1.000000,44
176,0,6,4,0,0,32,5,5,0,0,0,2,0,0,0,0,78,2,0,0.763394,0.000000,14.078250,-1.000000,44
176,0,14,4,0,0,5,5,0,1,0,0,5,0,0,0,0,68,4,0,0.479096,0.000000,0.550867,-1.000000,40
176,0,15,4,0,0,0,5,0,0,0,0,2,0,0,0,0,65,3,0,0.277612,0.000000,7.247043,-1.000000,39
176,0,18,4,0,0,1,5,0,1,0,0,5,0,0,0,0,64,2,0,1.000000,0.000000,17.737597,-1.000000,39
176,0,19,4,0,0,5,5,0,1,0,0,5,0,0,0,0,61,1,0,1.000000,11.992996,18.854471,-1.000000,38
176,0,20,4,0,0,0,3,0,0,1,0,2,0,0,0,0,60,3,0,0.299505,0.000000,8.159917,-1.000000,38
176,0,22,2,0,0,53,1,8,1,0,0,1,0,0,0,0,90,1,0,1.000000,1.509166,9.745216,-1.000000,37
176,0,23,2,0,0,50,3,8,1,0,0,3,0,0,0,0,89,1,0,0.951508,0.994109,15.510823,-1.000000,37
176,0,24,2,0,0,52,1,8,1,0,0,1,0,0,0,0,87,1,0,0.830047,1.956099,14.790668,-1.000000,36
176,0,25,2,0,0,49,1,8,1,0,0,1,0,0,0,0,85,2,0,0.504003,0.000000,12.729589,-1.000000,35
176,0,26,2,0,0,48,1,8,1,0,0,1,0,0,0,0,82,1,0,0.481650,3.525933,17.407001,-1.000000,34
176,0,27,0,0,1,-1,-1,8,1,1,0,-1,0,0,0,0,33,0,2,1.000000,0.000000,0.000000,1.000000,33
176,0,28,2,0,0,2,3,0,0,1,0,0,0,0,0,0,79,2,0,0.380952,0.000000,9.598926,-1.000000,33
176,0,29,0,0,1,-1,-1,0,1,1,0,-1,0,0,0,0,31,0,16,1.000000,0.000000,0.000000,1.000000,31
176,0,31,4,0,0,26,3,4,0,0,0,2,0,0,0,0,54,8,0,0.239952,0.000000,-0.115839,-1.000000,30
176,0,33,0,0,0,26,5,4,0,0,0,2,0,0,0,0,55,2,0,0.352941,0.000000,6.665192,-1.000000,31
176,0,35,4,0,0,26,1,4,0,0,0,2,0,0,0,0,52,1,0,0.545455,5.650182,13.104226,-1.000000,30
176,0,39,0,0,0,29,1,4,1,0,0,1,0,0,0,0,51,2,0,1.000000,0.000000,19.113619,-1.000000,29
176,0,40,0,0,0,26,1,4,1,0,0,1,0,0,0,0,50,1,0,1.000000,4.922514,20.212389,-1.000000,29
176,0,41,0,0,0,27,1,4,0,0,0,4,0,0,0,0,49,2,0,0.784638,0.000000,16.825512,-1.000000,29
176,0,46,4,0,0,29,1,4,1,0,0,1,0,0,0,0,50,4,0,1.000000,0.000000,18.474091,-1.000000,28
176,0,47,4,0,0,26,1,4,1,0,0,1,0,0,0,0,49,3,0,1.000000,0.000000,19.726271,-1.000000,28
176,0,48,4,0,0,24,1,4,1,0,0,1,0,0,0,0,48,2,0,1.000000,0.000000,20.844255,-1.000000,28
176,0,49,4,0,0,25,1,4,1,0,0,1,0,0,0,0,47,1,0,1.000000,11.258481,22.790665,-1.000000,28
176,0,50,4,0,0,28,3,4,0,0,0,5,0,0,0,0,44,1,0,0.416033,0.804532,16.414581,-1.000000,27
176,0,53,0,0,0,47,1,7,0,0,0,5,0,0,0,0,27,4,0,0.217920,0.000000,1.115411,-1.000000,27
176,0,55,0,0,0,45,1,7,0,0,0,2,0,0,0,0,26,3,0,0.177098,0.000000,8.516541,-1.000000,27
176,0,57,0,0,0,43,1,7,0,0,0,4,0,0,0,0,25,2,0,0.173077,0.000000,8.538985,-1.000000,27
176,0,59,0,0,0,42,1,7,0,0,0,4,0,0,0,0,24,1,0,0.182936,0.313906,8.740898,-1.000000,27
176,0,61,2,0,0,15,3,2,1,0,0,3,0,0,0,0,51,1,0,1.000000,2.004154,11.102105,-1.000000,26
176,0,62,2,0,0,14,1,2,0,0,0,5,0,0,0,0,50,1,0,0.935386,1.872915,17.343851,-1.000000,26
176,0,68,0,0,0,42,3,7,0,0,0,4,0,0,0,0,23,4,0,0.375000,0.000000,8.955082,-1.000000,21
176,0,71,0,0,0,42,5,7,0,0,0,4,0,0,0,0,22,1,0,0.476190,1.552691,10.236326,-1.000000,20
176,0,82,4,0,0,42,5,7,1,0,0,5,0,0,0,0,21,4,0,1.000000,0.000000,14.760304,-1.000000,17
176,0,83,4,0,0,44,5,7,1,0,0,5,0,0,0,0,20,3,0,1.000000,0.000000,18.545244,-1.000000,17
176,0,84,4,0,0,46,5,7,1,0,0,5,0,0,0,0,19,2,0,1.000000,0.000000,19.696217,-1.000000,17
176,0,85,4,0,0,47,5,7,1,0,0,5,0,0,0,0,18,1,0,1.000000,8.315844,22.132076,-1.000000,17
176,0,86,2,0,1,-1,-1,7,1,1,0,-1,0,0,0,0,16,0,1,1.000000,0.000000,0.000000,1.000000,16
176,0,87,4,0,0,36,3,6,1,0,0,3,0,0,0,0,15,5,0,0.375770,0.000000,-1.188171,-1.000000,15
176,0,88,4,0,0,37,3,6,0,0,0,0,0,0,0,0,12,4,0,0.320395,0.000000,6.941704,-1.000000,14
176,0,91,4,0,0,36,3,6,1,0,0,3,0,0,0,0,11,1,0,1.000000,4.922423,17.647322,-1.000000,14
176,0,92,4,0,0,38,3,6,1,0,0,3,0,0,0,0,10,2,0,0.778996,0.000000,13.775061,-1.000000,14
176,0,93,4,0,0,39,3,6,0,0,0,5,0,0,0,0,7,1,0,0.531225,1.973201,11.960330,-1.000000,13
176,0,95,0,0,0,39,5,6,1,0,0,5,0,0,0,0,7,2,0,0.458909,0.000000,9.433918,-1.000000,13
176,0,96,0,0,0,40,1,6,1,0,0,1,0,0,0,0,5,1,0,0.457375,0.572937,16.358864,-1.000000,12
176,0,97,0,0,1,-1,-1,6,1,1,0,-1,0,0,0,0,11,0,2,1.000000,0.000000,0.000000,1.000000,11
176,0,99,2,0,0,6,3,1,1,0,0,3,0,0,0,0,15,5,0,0.469128,0.000000,0.856263,-1.000000,9
176,0,100,2,0,0,7,5,1,1,0,0,5,0,0,0,0,12,4,0,0.363566,0.000000,8.785861,-1.000000,8
176,0,101,2,0,0,9,3,1,0,0,0,1,0,0,0,0,9,3,0,0.457849,0.000000,10.734627,-1.000000,7
176,1,0,1,1,0,53,4,8,0,0,0,0,0,0,0,0,81,9,0,0.200000,0.000000,-0.367459,-1.000000,45
176,1,2,1,1,0,53,0,8,1,0,0,0,0,0,0,0,80,2,0,0.250000,0.000000,8.061602,-1.000000,45
176,1,3,1,1,0,50,4,8,0,0,0,3,0,0,0,0,78,2,0,0.182172,0.000000,9.614485,-1.000000,44
176,1,5,5,1,0,30,4,5,0,0,0,0,0,0,0,0,98,4,0,0.588141,0.000000,2.863386,-1.000000,44
176,1,7,5,1,0,35,4,5,1,0,0,4,0,0,0,0,96,2,0,0.907462,0.000000,15.124879,-1.000000,44
176,1,8,5,1,0,33,4,5,1,0,0,4,0,0,0,0,93,1,0,0.552257,3.313616,11.895305,-1.000000,43
176,1,9,5,1,0,31,2,5,1,0,0,2,0,0,0,0,90,1,0,0.346154,0.248412,10.122842,-1.000000,42
176,1,10,5,1,0,32,2,5,1,0,0,2,0,0,0,0,88,4,0,0.249138,0.000000,11.015974,-1.000000,41
176,1,11,5,1,0,30,0,5,1,0,0,0,0,0,0,0,86,1,0,0.257096,0.170008,14.021082,-1.000000,40
176,1,12,1,1,1,-1,-1,5,1,1,0,-1,0,0,0,0,39,0,4,1.000000,0.000000,0.000000,1.000000,39
176,1,13,5,1,0,3,4,0,0,0,0,0,0,0,0,0,84,8,0,0.195456,0.000000,0.117210,-1.000000,39
176,1,16,5,1,0,5,4,0,1,0,0,4,0,0,0,0,83,1,0,1.000000,4.964386,19.572922,-1.000000,39
176,1,17,5,1,0,2,4,0,0,0,0,0,0,0,0,0,82,2,0,0.771301,0.000000,15.786588,-1.000000,39
176,1,21,3,1,0,52,2,8,0,0,0,1,0,0,0,0,60,8,0,0.090876,0.000000,5.363214,-1.000000,35
176,1,30,3,1,0,14,4,2,0,0,0,5,0,0,0,0,48,16,0,0.214286,0.000000,-0.974464,-1.000000,28
176,1,32,3,1,0,14,0,2,0,0,0,5,0,0,0,0,47,2,0,0.227273,0.000000,7.093032,-1.000000,28
176,1,34,5,1,0,15,4,2,0,0,0,0,0,0,0,0,70,5,0,0.114567,0.000000,3.678233,-1.000000,30
176,1,36,1,1,0,26,2,4,1,0,0,2,0,0,0,0,67,1,0,1.000000,6.179369,10.593584,-1.000000,29
176,1,37,1,1,0,29,4,4,1,0,0,4,0,0,0,0,66,4,0,0.486250,0.000000,9.937407,-1.000000,29
176,1,38,1,1,0,28,0,4,0,0,0,5,0,0,0,0,63,3,0,0.544504,0.000000,12.404071,-1.000000,28
176,1,42,1,1,0,29,0,4,1,0,0,0,0,0,0,0,63,3,0,1.000000,0.000000,18.648430,-1.000000,28
176,1,43,1,1,0,26,0,4,1,0,0,0,0,0,0,0,62,2,0,1.000000,0.000000,19.849909,-1.000000,28
176,1,44,1,1,0,24,0,4,1,0,0,0,0,0,0,0,61,1,0,1.000000,9.420968,21.367346,-1.000000,28
176,1,45,1,1,0,28,4,4,0,0,0,5,0,0,0,0,58,2,0,0.460273,0.000000,14.277793,-1.000000,27
176,1,51,3,1,0,15,0,2,1,0,0,0,0,0,0,0,45,1,0,0.324581,0.651139,10.182917,-1.000000,24
176,1,52,3,1,0,13,0,2,0,0,0,1,0,0,0,0,43,2,0,0.097523,0.000000,9.154487,-1.000000,23
176,1,54,1,1,0,12,0,2,0,0,0,3,0,0,0,0,52,3,0,0.017544,0.000000,6.706010,-1.000000,25
176,1,56,1,1,0,17,0,2,0,0,0,3,0,0,0,0,51,2,0,0.014468,0.000000,9.108932,-1.000000,25
176,1,58,1,1,0,16,0,2,0,0,0,2,0,0,0,0,50,1,0,0.013923,0.549102,9.091891,-1.000000,25
176,1,60,1,1,0,17,2,2,0,0,0,3,0,1,0,0,49,3,0,0.038337,0.000000,8.510204,-1.000000,25
176,1,63,1,1,0,15,2,2,1,0,0,2,0,0,0,0,48,1,0,1.000000,6.430923,20.230034,-1.000000,24
176,1,64,1,1,0,16,2,2,1,0,0,2,0,0,0,0,47,2,0,0.687992,0.000000,16.279299,-1.000000,24
176,1,65,3,1,1,-1,-1,2,1,1,0,-1,0,0,0,0,20,0,16,1.000000,0.000000,0.000000,1.000000,20
176,1,66,1,1,0,21,2,3,1,0,0,2,0,0,0,0,42,4,0,0.141386,0.000000,-0.156776,-1.000000,21
176,1,67,1,1,0,18,0,3,0,0,0,4,0,0,0,0,39,3,0,0.090707,0.000000,9.018498,-1.000000,20
176,1,69,3,1,0,18,4,3,1,0,0,4,0,0,0,0,32,1,0,0.399998,1.263351,10.740107,-1.000000,19
176,1,70,3,1,0,20,0,3,0,1,0,1,0,0,0,0,30,2,0,0.038049,0.000000,11.300481,-1.000000,18
176,1,72,5,1,0,24,4,4,1,0,0,4,0,0,0,0,45,5,0,1.000000,0.000000,16.471773,-1.000000,19
176,1,73,5,1,0,25,4,4,1,0,0,4,0,0,0,0,44,4,0,1.000000,0.000000,20.342892,-1.000000,19
176,1,74,5,1,0,26,4,4,1,0,0,4,0,0,0,0,43,3,0,1.000000,0.000000,21.609779,-1.000000,19
176,1,75,5,1,0,27,4,4,1,0,0,4,0,0,0,0,42,2,0,1.000000,0.000000,22.924446,-1.000000,19
176,1,76,5,1,0,29,4,4,1,0,0,4,0,0,0,0,40,1,0,1.000000,17.913542,28.631092,-1.000000,18
176,1,77,1,1,1,-1,-1,4,1,1,0,-1,0,0,0,0,18,0,31,1.000000,0.000000,0.000000,1.000000,18
176,1,78,5,1,0,46,0,7,1,0,0,0,0,0,0,0,39,2,0,0.949716,0.000000,10.794847,-1.000000,18
176,1,79,5,1,0,44,0,7,1,0,0,0,0,0,0,0,36,1,0,0.760190,2.090367,16.837980,-1.000000,17
176,1,80,5,1,0,42,4,7,1,0,0,4,0,0,0,0,33,1,0,0.600000,2.385180,16.369528,-1.000000,16
176,1,81,5,1,0,45,4,7,0,0,0,2,0,0,0,0,31,4,0,0.232120,0.000000,13.533750,-1.000000,15
176,1,89,3,1,0,36,4,6,1,0,0,4,0,0,0,0,29,1,0,1.000000,1.573640,13.740191,-1.000000,10
176,1,90,3,1,0,40,4,6,0,0,0,1,0,0,0,0,28,3,0,0.309185,0.000000,12.408846,-1.000000,10
176,1,94,3,1,0,22,0,3,0,1,0,1,0,0,0,0,17,1,0,0.044992,0.019991,9.613016,-1.000000,10
176,1,102,5,1,1,-1,-1,3,1,1,0,-1,0,0,0,0,6,0,1,0.853980,0.000000,0.000000,0.853980,6
176,1,103,3,1,0,6,2,1,1,0,0,2,0,0,0,0,4,2,0,1.000000,0.000000,13.086595,-1.000000,3
176,1,104,3,1,0,7,2,1,1,0,0,2,0,0,0,0,3,1,0,1.000000,9.582579,22.622099,-1.000000,3
176,1,105,3,1,0,8,2,1,1,0,0,2,0,0,0,0,2,2,0,0.500004,0.000000,16.502905,-1.000000,3
176,1,106,1,1,1,-1,-1,1,1,1,0,-1,0,0,0,0,2,0,2,0.500000,0.000000,0.000000,0.500000,2
177,0,1,0,0,0,29,3,4,0,0,0,5,0,0,0,0,81,12,0,0.177806,0.000000,-1.250723,-1.000000,45
177,0,3,4,0,0,45,5,7,0,0,0,1,0,0,0,0,45,2,0,0.210884,0.000000,4.809350,-1.000000,45
177,0,6,0,0,0,29,1,4,0,0,0,5,0,0,0,0,80,1,0,0.275233,0.482297,6.822951,-1.000000,44
177,0,9,0,0,0,24,1,4,1,0,0,1,0,0,0,0,79,1,0,1.000000,4.770744,17.845325,-1.000000,44
177,0,10,0,0,0,25,1,4,1,0,0,1,0,0,0,0,78,2,0,0.786885,0.000000,14.298795,-1.000000,44
177,0,11,0,0,0,26,1,4,0,0,0,2,0,0,0,0,75,1,0,0.428458,3.313131,12.311772,-1.000000,43
177,0,19,2,0,0,29,5,4,1,0,0,5,0,0,0,0,72,1,0,0.652004,1.294218,10.779878,-1.000000,37
177,0,20,2,0,0,28,3,4,0,0,0,5,0,0,0,0,71,1,0,0.414163,0.712184,14.812270,-1.000000,36
